Lyrics,Mood
"Dans les couvents, dans les mosquées
Dans tous les squats de retraités
Dans les hôtels particuliers, les bords de plage ou les forêts
Dans les châteaux, dans les cimetières
Chez les moines, dans les monastères
Dans les HLM de banlieux (qui mènent?) juste ceux qui croient en Dieu

Moi j'dis les moches en burqa et puis les bonnes en bikini
Ma religion a moi ouais dans tous les pays
Moi j'dis les moches en burqa et puis les bonnes en bikini
C'est ma religion a moi ouais puis dans tous les pays

Chez les prolos ou les bourgeois
Chez les clodos, puis même chez toi
Chez les tout-nus dans la Toundra
Chez les barbus barbe à papa
Chez les ricains, chez les afghans
Porte de Saint-Ouen, ou chez maman
Chez les cons, les intelligents
Et puis même si t'es pas content
Les moches en burqa et puis les bonnes en bikini
Ma religion a moi vit dans tous les pays
Moi j'dis les moches en burqa et puis les bonnes en bikini
Moi j'dis les moches en burqa et puis les bonnes en bikini

Chez les papous, chez les pygmés
Chez les sans sous, chez les blindés
Chez les bouddhistes, les musulmans
Chez les cathos, les protestants
Chez les que-pons, chez les que dalles
Chez les troufions, chez les trou d'balles
Chez les peaux rouges, les visages pâles
Et puis même chez ceux qu'on la galle
Dans les bars, les fêtes à Neuneu
Pour décoincer les fils de Dieu
Le camping a la belle étoile
Et puis même dans les 5 étoiles
Chez les asiats, chez les indiens
Chez les spartiates, chez les gobelins
Chez les nordiques, les africains et puis même les presbytériens

Moi j'dis les moches en burqa et puis les bonnes en bikini
Ma religion a moi puis dans tous les pays
Moi j'dis les moches en burqa et puis les bonnes en bikini
Moi j'dis les moches en burqa et puis les bonnes et puis les bonnes en bikini
Et puis les bonnes en bikini
Et puis les bonnes en bikini, et puis les bonnes et puis les bonnes en bikini
Moi j'dis les moches en burqa et puis les bonnes en bikini
Ma religion a moi puis dans tous les pays
Moi j'dis les moches en burqa et puis les bonnes en bikini
Ma religion a moi ouais puis dans mon whisky
Moi j'dis les bonnes en burqa et puis les moches en bikini",Happy
"Dans ma cadillac noire
je traverse les villes
je ramasse les filles
dans ma cadillac noire

sûr qu'on prend de la drogue
du cactus à la cuillère
sûr qu'on s'envoie en l'air
ouais sûr qu'on s'envoie en l'air

j'ai les vitres teintées
d'un noir réflecteur
pour refléter l'extérieur
oui ma propre douleur

dans mon corbillard
dans ma cadillac noire
je cache les tombeaux
de tous les cœurs brisés

dans ma cadillac noire
les filles ont le sourire
à vous montrer les dents
à vous croquer dedans

ouais dedans ma cadillac noire
sûr qu'on est tous coupables
d'être décapotés
hey, dans ma décapotable

la boîte est automatique
mais les vitesses manuelles
pour garder le plaisir
des accélérations

et les serpents peuvent mordre
et les jours et les nuits
jamais ne règne l'ordre
dans mon paradis

allez viens faire un tour
sur mes sièges en velours
à l'avant à l'arrière
par devant par derrière

allez viens faire un tour
je serai ton chaman
celui qui de la nuit
sait faire naître le jour

hey hey hey

j'aime bien claquer des strings sur le cul des bimbos
poser sur les speakers ton ticket de métro
shooter sur mon iphone des souvenirs de toi
te dire que tu d'viendras ma stat de cinéma
sur les sièges en velours les entendre gémir
quand leurs lèvres au secours ouais me font des sourires
allez danse pour moi et si ton cœur est black
allez viens voir papa au fond des cadillacs
j'ai ma meute de putains comme elles crient à la mort
à nos troussent qu'elles finissent les chattes en corps à corps
nous deux c'est no futur de new-york à tokyo
viens voir dans la voiture ouais du roi du ghetto

et si ton cœur est black...
dans ma cadillac",Sad
"Tu voulais du médiocre et moi j'en avais pas,
tu voulais l'univers et moi j'avais que moi,
tu voulais le silence quand j'étais que musique,
qu'on marche parallèle quand j'allais qu'à l'oblique.
Tu voulais des rivières au milieu du désert,
tu voulais les voyages, moi j'étais sédentaire,
que je fasse des chansons qui m'emmènent au sourire,
j'y peux rien moi je n'ai que des larmes à leur dire,
et des plaines de pluie pour unique empire.

Quand je serai parti que lira mes poèmes
un autre romantique qui se verra en moi,
il se dira sans doute : "" Oh c'est beau comme il l'aime ! ""
Mais qu'il sache que je n'ai jamais aimé que moi ;
qu'au lit ou dans le cœur l'égoïsme est la mère
des générosités.

Que les femmes me pardonnent de n'être fait pour elles,
d'être comme un nuage qui recherche son ciel !
De n'être qu'un navire toujours à la détresse ;
et cette envie de fuir de ceux qui sont en laisse !

Pardonnez-moi vous tous qui vous liez les mains ;
vous qui pensez qu'à deux vous ferez mieux le chemin,
vous qui pensez que l'autre vous sauvera la peau
alors que de votre âme il fera des lambeaux !
En amour que l'on soit le plus grand des guerriers
ou la triste brebis qui cherche le berger,
on finit tous à terre à chercher les morceaux,
au bord du précipice à deux pas du grand saut,
à deux pas du tombeau.",Happy
"Il y aura des fleurs
Dressées en cathédrales
Et des robes en couleurs
Non pitié pas de noir
J’ai toujours eu peur du noir
Je préfère la lumière
D’ailleurs quand j’étais enfant
Je dormais la porte ouverte
De peur que les bandits
Passent par la fenêtre
Pour me voler maman

Il y aura mes amantes
Les amants des amours
Les amours des aimantes
Enfin y’aura de l’amour
Et j’espère des enfants
Pour chanter « Mort aux vieux !
Mort aux morts, mort aux bons dieux ! »
Et pour pisser derrière l’église
De ce pauvre curé
Qui dit que des bêtises
Qui m’fait perdre mon temps

On jouera du Mozart
Mais pas de requiem
De la Flûte Enchantée
Ou bien mieux du Don Juan
Pour partir conquérant
Pour partir simplement
Sur un air de trompette
Partir à la conquête
Ouais le coeur à la fête

Il y aura des souvenirs
Il y aura les sourires
De quand j’étais enfant
De quand j’étais printemps
Quand on était au ventre
Quand on était au vent…

Non ne pleure pas mon frère
Non ne pleure pas ma mère
On sera bientôt ensemble
On remontera le temps
Et on sera en Sicile
Sûr, à la belle étoile
En chantant qu’on est fou
Et sac à dos m’entraîne
On pissera dans la mer
On péchera des calmars
À faire rougir Némo
On refera notre histoire
En attendant Pierrot

Ami ne sois pas triste
Tu sais ma vie fut belle
Un peu courte mais magnifique
Comme un soleil levant
Le vent sur l’Atlantique
Je m’en vais en chantant
Vers une autre Amérique
Comme un soleil couchant
Sur le Pacifique",Happy
"Je sais ça fait longtemps que je n'ai pas vu tes rives,
La rumeur du ruisseau et puis le chant des grives.
A Châtillon-Sur-Seine quand on partait Nelly,
Comme deux oiseaux chassés qui retrouvent leur nid.
Nous marchions tous les deux à pas de loup dans la neige,
Tu m'apprenais les mots et le nom des oiseaux.
La province était belle nous promenions souffrance,
Me voilà revenu sur les terres de l'enfance.
Me revient en mémoire aux sanglots de l'hiver,
Toi la fille des bateaux, la fille de militaire,
De cette époque morte où les gens savaient lire.
Oui, toi la littéraire qui m'apprit à écrire,
Toi qui m'accueillis, oui, bras ouverts à la table,
Toi qui bordas mon lit à me conter des fables,
Toi qui, je me souviens, connaissais la nature,
Des fruits des terres, toi qui faisais des confitures.

Moi j'aurais tant à te dire,
Que t'as sauvé ma peau,
Toi l'apôtre du cœur,
Toi la fille de rimbaud.
Moi j'aurais tant à te dire,
Que t'as sauvé ma peau,
Oui du cœur toi l'apôtre,
De flaubert et d'hugo.

Je sais ça fait longtemps que je n'ai vu tes rives,
Toi qui jouais par cœur, comme un sanglot qui dérive.
A Châtillon-Sur-Seine quand toi t'allais Bruno,
Oui répéter tes peines, oui, le long du ruisseau.
A faire chanter aux plaines le sanglot du basson,
Toi qui apprenais le jazz aux fils de chatillon.
Qui mettais du brooklyn au cœur du paysan,
Toi qui n'avais de maître que le swing du temps.
Toi qui a donné ta vie au profond des campagnes,
A partager l'ami, ton savoir à ces âmes,
Qui n'ont pour triste maître que cet avoir pourri,
Pour rendre con le prolétaire, pour racketter son fric.
Aux usines fermées, aux avarices reines,
Aux bistrots désertés, aux horizons de plaines,
Petite ville de campagne au ruisseau de la seine,
Où vivaient deux amis, au ruisseau de ma vie.

Moi j'aurai tant à vous dire,
Et si chatillon pleure,
Sur le corps de mes amis,
Oui des printemps sans fleurs.
Moi j'aurai tant à vous dire,
Et que chatillon pleure,
Sur ton corps mon ami,
Oui le chant du malheur.

Si le vent du basson ne sonne plus aux aurores,
A Châtillon-Sur-Seine ainsi Bruno est mort,
Si le cerf brame encore, si le merle est chantant,
C'est pour sonner mon ami ta mémoire au printemps.
Elle est partie Nelly pour un autre voyage,
il s'est barré Bruno pour un dernier solo,
et puis nous dans l'enfer, nous les oiseaux sans ailes,
sous les pierres des cimetières des siècles qui sommeillent.
Si nos rêves sont morts, si le cynisme est roi,
Si les grands gagnants sont l'ignorance et la foi,
Sache bien qu'ici oui si toujours l'argent gagne,
la richesse du cœur, oh non n'est pas l'épargne.
La richesse c'est le chant sur les toits de ce monde,
De ton basson maudit qu'on apporte à ta tombe,
A Châtillon-Sur-Seine, c'est rêver du meilleur,
C'est Nelly et Bruno qui font chanter mon cœur.

Quand nous allions le long du ruisseau,
Pour écouter le chant de ses sanglots,
A Châtillon-Sur-Seine, pour y voir des bateaux,
Ivre de solitude, tu m'apprenais rimbaud.
Quand nous allions le long du ruisseau,
Pour écouter Châtillon en sanglots,
Qui me redit, oh oui, ces bateaux,
je repense à Nelly, je repense à Bruno.
Quand nous allions le long du ruisseau,
Pour écouter le chant de ses sanglots,
A Châtillon-Sur-Seine, moi je vois des bateaux,
Je repense à Nelly, je repense à Bruno...",Happy
"Y a une époque on écoutait les clash,
y a une époque volutes dans les cafés,
y a une époque on était Solidarnosc.
I live by the river.

Y a une époque on était rouge au cœur,
ouais sans parti mais partisans de l'âme,
y a une époque on était bleu des flammes.
I live by the river, I live by the river.

Uniformisées nos éducations
toujours entre le blé et le pognon.
Les mômes ne rêvent plus de marcher sur les lunes,
ils rêvent de savoir comment s'faire de la thune.

Y a une époque les filles avaient le poing levé
aujourd'hui c’est plutôt culotte baissée.
Quand je serai grande moi j'srai poupée gonflable
pour des millions à se branler sur mon âme sur la toile.

Y a une époque on rêvait d'autre chose,
autre chose que des Dieux des communautés.
Aujourd'hui c'est tous différents dans la même merde,
aujourd'hui c'est chacun sa gueule et j't'emmerde.

Y a une époque on avait feu des idées,
y a une époque on osait liberté.
Aujourd'hui on ose plus que sauver son cul
en marchant sur celui d'à côté.

Y a une époque Paris c'était Paris,
y a une époque les filles étaient jolies,
y a une époque quoi te dire, on rêvait,
y a une époque nos luttes, dans les cafés.

En cendres au fond d'un cendrier,
bébé y a quelque chose de louche
toi tu rentres plus dans les bars,
t'es partie dans la fumée.
Quand on se partageait la flamme,
toi et moi, de bouche en bouche.
Et nos bouches orphelines
qui ont plus rien à sucer
qu'à mouiller dans le vide
bébé tu m'as laissé tout seul.
Tu sais me manqueront toujours
ces nuits où tu disais
allume-moi, allume-moi,
fais moi venir entre les lèvres
et puis brûler à planer jusqu'à mourir dans la bouche
jusqu'à mourir dans la bouche, jusqu'à mourir, jusqu'à mourir ..
À la lumière de nos amours
comme un mégot sur du velours
en cendres au fond d'un cendrier,
il faudra bien mourir et me finir entre tes lèvres,
quand dans le ciel on se soulève
contre la gravité du monde,
mon amour quand tu tires,
quand tu fais brûler l'oxygène,
quand tu fais du bien dans la veine,
quand tu consommes et tu consumes,
quand on parle avec Dieu,
quand de nos feux c'est l'extinction
de l'incendie à l'horizon,
quand j'ai plus le choix que m'éteindre, rallume-moi, rallume-moi, rallume-moi, rallume-moi..

T'es ma nicotine, t'es mon oxygène, t'es mon allumeuse, quand tu creuses ma tombe.
T'es ma nicotine, t'es mon oxygène, t'es mon allumeuse, quand tu creuses ma tombe,
quand je te prends quand je t'allume toi tu veux que j'avale, quand t'as le feu au bout de toi, toi tu dis j'ai pas mal.
Quand je te prends quand je t'allume toi tu veux que j'avale, quand t'as le feu au bout de toi, toi tu dis j'ai pas mal.

Dans la violence de nos amours, sûr, en mégot sur du velours nous partirons dans la fumée, mon amour les yeux fermés.
Je te respire et tu m'inspires jusqu'à nos expirations ..
Où allons-nous, le savons-nous, non sûrement pas en France.
Mon amour dans les lieux publics on a viré délinquance, finies les soirées enfumées et les gitanes qui dansent.

Et les gitanes qui dansent, et les gitanes qui dansent ..
I live by the river (x4)",Happy
"Dans la chambre sans bruit
Le nuit nous faisons route.
Amoureux solitaires
Sans regarder derrière.
Nous fuyons tous les deux,
Tu me fis qu'on est fou ;
Alliés, là dans l'ombre
Tu éclaires
Dans les draps de satin soir
Etaient nos nuis blaches.
Toi, tu m'ouvrais la voie,
Moi, je cambrais les hanches.
Au brûlant de la peau,
Au puissant des parfums
De la sueur et de l'autre
Comme deux sans abris
Au milieu de l'orage
Sous les coups, sous la pluie
Nous joingnons nos visages
Au-delà des réels
Mon amour avec toi,
Allez viens on s'arrache,
Allez viens on se crache !
Évadés, clandestins, allez viens…
Allez, envoie le corps, au défi de l'hardcore
Allez envoie tes rêves aller envoie tes lunes
Allez crame mon âme qui nous brûle passion que nous
Mène l'union aux hallucinations,
Que la peur dans tes yeux fasse monter l'acide jusqu'au bord
De tes lèvres aussi noires que la nuit qui nous emmène
Au large sur des terres sacrées où l'on aime à saigner,
Où l'on aime à s'aimer.
Que l'on meure maintenant dans ce lit, fugitifs,
Accrochés à nous-mêmes, perdus dans le récif ;
Que s'arrête le temps ! Que continue l'instant !
Et que s'ouvre l'abysse devant toi mon amour
Aller délivre moi du plaisir qui nous ronge
Allez libère toi au violent de nos songes
Allez, transe avec moi sans jamais t'arrêter,
tout nue sous l'orage, je veux te voir pleurer
Hors de moi !
S'évader, clandestins, dérapés",Sad
"Je serai l'accident 
Sur le bord de ta route 
La larme du poison. 
Caché entre les gouttes 
Le joueur de pipeau 
Fait danser les serpents 

Je serai le napalm 
Qui s'accroche à la peau, 
Tourne autour de ton âme 
C'est moi le torero! 
Qui remue dans la plaie, 
Je serai le couteau. 

Rien ne sert de t'enfuir, 
Je te rattraperai,
Même en haut de ton empire 
Nous viendrons te chercher 

Je serai le virus 
Va dans le computer 
De la foire au pognon, 
Je serai le crackeur 
Comme une pourriture 
Qui ne s'arrête pas
Au royaume du sombre
De la thune et des rats 
Je serai comme une ombre 
A chacun de tes pas 
Comme une maladie
Qui frappe et qui s'en va. 

Tu peux faire ta prière
J'ai fini de jouer 
Viens voir dans le désert 
Aux mirages éclatés. 
Pour le mal 
Pour le mal

Le clean et puis le sale, 
Le tendre et puis le mal 
Qui ne s'arrête pas. 
Je serai avec toi; 
La clef et puis la chaîne 
Sous le chant des sirènes, 
A chacun de tes pas 
Je serai avec toi 
Le beau et la laideur, 

Le sang et puis le coeur 
Qui ne s'arrête pas.
Je serai avec toi, 
Soleil noir d'orage, 
De sagesse est la rage, 
A chacun de tes pas 
Je serai avec toi
Pour le mal 
Que tu m'as fait; 
Pour le mal 
Que je te ferai...",Happy
"Dans la mélancolie je me noie en enfer
Et la fumée de ma cigarette grimpe dans l'air
Les murs de la chambre
Oh crépuscule
Mais qui nous sauvera ?

La fumée se forme en escalier
A toi de descendre
Allez viens dans mes bras
Allez viens dans mon bras

Pourrait ce nirvana
Ne jamais s'éteindre ?
Mais qui nous sauvera ?

Et puis depuis le plafond
La douce musique m'appelle
On plane sur un air d'amour
Et je peux plus dire non
Alors je sors mon amour pour toi

Encore et encore...

Les cigarettes me brûlent
Et y a plus d'ange ici
Et ça fait saigner mon cœur
Et ça fait saigner mon âme

Mais je peux plus dormir
Chaque nuit sans toi
Y a plus qu'à mourir
dans tes bras

Les cigarettes me brûlent
Et y a plus d'ange ici
Et ça fait saigner mon cœur
Et ça fait saigner mon âme

Mais je peux plus dormir
Chaque nuit sans toi
Y a plus qu'à mourir
dans tes bras",Sad
"Du céleste s'éteint ma bouche
Aller vers toi !
Du parfum le désir que j'aime.
T'étais là,
Seule au bord du ravin, tu me dis
""On y va ?""
Toi contre moi,
Moi contre toi.

Dans la boîte d'ennui
C'est la soif qui a…
Faim dans le ventre grandit,
S'envisagent les seins ;
Dans le cri de la nuit
Qui nous détruira, je n'ai peur de rien
Quand tu es là,
Moi je ne crains,

Rien que toi, rien que moi
Faits de fièvres et d'envie
Dans la suie on se noie
Assoiffés d'interdits ;
Rien que toi rien que moi
Au sein de l'incendie
Je t'invite au combat et toi,
Tu me dis oui,
Allez viens…

Sur la piste décollent
Les chevaux enragés.
S'emballent et puis se collent
Les lèvres empoisonnées.
S'unissent les venins
Et nous ne faisons qu'un.
Vérités du sacré,
Tu me donnes la clef.

Rien que toi, rien que moi
Faits de fièvres et d'ennui
Dans la suie on se noie
Assoiffés d'interdits ;
Rien que toi, rien que moi
Au sein de l'incendie
Je t'invite au combat
Et toi tu me dis oui
Allez viens…

À l'amour à la mort
Toi tu cherches le jour
À l'amour à la mort
Couteaux dans le velours

À l'anarchie des corps
Tu t'élèves et tu brûles
Tu gémis au secours
À la mort, à l'amour
À l'amour, à la mort
Toi tu cherches le jour
À l'amour à la mort
Couteaux dans le velours
À l'anarchie des corps
Tu t'élèves et tu brûles
Tu souris et tu cours
À la mort à l'amour",Happy
"Dans les économiques,
Dans la métaphysique,
Dans les trop vieux combats,
Je m'en sortirai pas.
Au gré des connections,
Les millions, les questions.
Dans la meute aux médias
Je m'en sortirai pas.
Entre l'aube et la fin
Dans l'antre de ta main
Dans les jeux de l'étreinte
Dans les maux, les complaintes
Dans la contestation,
Les fausses rebellions,
Dans le faux, dans le vrai,
Dans la sécurité
Ne me laisse pas
Au milieu de la pièce,
Théâtre de l'absurde,
Les comment dis pourquoi
On s'en sortira pas?
Dans la beauté du mal
Dans la beauté du sale
Sous les voiles ou les croix
On n'en sortira pas.

Dans le noir du venin
Ce qu'on est, ce qu'on feint,
Dans le bleu de l'absinthe,
Chez les putes, chez les saintes,
On se donne, on se perd
A passer des frontières à traîner sous l'orage
Un jour vient le naufrage;
Entre l'or et la faim
Accroché à ton sein
Dans le feu de l'étreinte
De nos corps qui s'esquintent
Dans les constellations,
Les sodominations,
Dans le faux, dans le vrai
Dans le brut, dans l'abstrait
Ne me laisse pas
A la lisière de nos rêves
M'éteindre entre tes lèvres
Sous les voiles ou les croix
Au coeur de l'attentat...

Au vent des connections
T'as vu comme on se vend!
Par les quatre horizons
T'as vu comme on nous prend!
Dans le faux, dans le vrai,
Dis-moi qu'est-ce que tu crois?
Dans le brut de l'abstrait
Dis-moi quelle est la voie?",Sad
"Dans la cité des anges
En ces bords du Mexique
Nous tentons l'évasion
Dans le feu la passion avec toi
Tu verras de la poussière noire
Allez danse les loups
Au milieu des serpents
Tu partages le sang
Avec moi
Tu verras

Dans tes yeux
Y'a la flamme
Y'a le feu
Qui ne s'éteint pas
Dans tes yeux
On y voit toujours plus loin
Dans tes reins

Perdu dans le désert
Nous suivons le chacal
Et les tambours indiens
Nous montrent le chemin
Qui nous mèneront droit au coeur
N'aie pas peur
Quelque soit le combat
Tu te relèvera
Du royaume des morts
Dragons et mauvais sorts
À la force de l'âme
Sous le chant du chamane
Tu vaincras
Si tu crois

Dans tes yeux
Y'a la flamme
Y'a le feu
Qui ne s'éteint pas
Dans tes yeux
On y voit toujours plus loin
Dans tes reins j'hallucine
J'hallucine...

Que s'allume le ciel
Que se fende la terre
Devenir éternel
Tournez la poussière
Je gravirai les montagnes d'or
Et le corps dans le corps
Au sommet
Dans le sang unifié
De tes nuits sans frontières
Je serai la lumière
Comme un guerrier vaudou
Seul au milieu des loups
Que les tambours indiens
Nous montrent le chemin
Dans le paranormal
Dans l'animal instinct

J'hallucine
Dans tes yeux
On y voit toujours plus loin
Dans tes reins
J'hallucine
J'hallucine
J'hallucine...",Sad
"Aux lumières de la ville des visages sans nom
Tentons un exile dis-moi quel horizon
Au milieu des soirées, des rêves et des branleurs
Écorché, déchiré…

Aux lumières de la ville des visages sans nom
Au milieu des vipères et combats de scorpions
Au feu dans les quartiers y'a des rêves aux casseurs
Écorché, déchiré…

Allez danse Debbie, toute nue dans les bars
Allez chante Charlie au gré des gyrophares
Allez chante la vie, allez danse la vie, allez trans la nuit, avec toi…

Aux lumières de la ville déchu de ton regard
Allez danse poupée au feu sur les comptoirs
Défoncé, déchiré…

Aux anges de mes nuits sans dessous les étoiles
Enfants du paradis recherchent une escale
Défoncé, déchiré…

Allez danse Debbie, toute nue dans les bars
Allez chante Charlie au gré des gyrophares
Allez chante la vie, allez danse la vie, allez trans la nuit
Allez danse Debbie pas peur de mourir
Que nous allume encore ton sourire en saphir
Jusqu'au bout de la fête au plaisir de la chair
Allez viens, allez viens, allez viens…

Dans le lot de la nuit allez brûle la vie,
La vie comme un éclair, au plaisir de la chair,
Le plaisir des plaisirs, j'ai la soif de vivre,
La fièvre qui monte et puis toi, et puis toi
Qui m'enivre, qui m'enivre…

Allez danse Debbie, toute nue dans les bars
Allez chante Charlie au vent des gyrophares
Allez chante la vie, allez chante la vie, allez trans la nuit
Allez danse Debbie pas peur de mourir
Que nous allume encore ton sourire en saphir
Jusqu'au bout de la fête au plaisir de la chair
Allez viens, allez viens, allez viens",Sad
"I don't believe in here
i don't believe in them
they say you'll need us
i don't care what they say
no matter what they say
well if you need a church
well i just need a home
and they can break my bones

no matter what they say
no matter who to pray

des drogues continentales
des drogues pour me faire mal
des drogues pour mieux t'aimer
des drogues pour y rester
pour des hallucinantes
pour rentrer dans la fente
des drogues pour aller voir en haut
des drogues pour le ghetto
des drogues pour des siècles éternels
des drogues pour aller voir le ciel
des drogues au goûts de poudrières
des drogues pour saupoudrer l'artère
vitaminées dans les drugstores
des drogues pour les diables au corps
des drogues pour l'occident
des drogues pour le chaînon manquant

des drogues pour que les nuits soient douces
des drogues pour lieux filer en douce
des drogues pour ton appartement
des drogues pour le manque dedans
des drogues pour les sanitaires
des drogues pour les salutaires
des drogues pour voir les dragons
pour la chercher dans son donjon
la belle est prise mais on s'en fout
des drogues pour la voir à genoux
des drogues pour le sang des terres
des drogues pour aller voir l'enfer
des drogues pour marcher sur des clous
des drogues pour pas devenir fou
des drogues aux plaies des blessures
des drogues pour traîner dans la sciure

des drogues au goût de toi
du couteau pénétrant la soie
des drogues pour être le roi
le roi des cons tu vois

des drogues...
des drogues...
dédrogue-toi

oui dédrogue
dédrogue
dédrogue-toi",Sad
"Est-ce que tu crois qu’un jour,
là sur le bas côté,
tu me laisseras sans voix,
sans rien
que du sable,
entre mes mains
que des marées d’écume ?

Est ce que tu crois qu’un jour
là comme un vieux seigneur, saignant,
tu me laisseras en croix
éclater la lumière
de nos corps dans l’écume,
dans les marées d’écume ?

Est-ce que tu crois toujours qu’on peut vivre d’amour ?
Ouais, quand l’eau n’est plus fraîche,
quand laisse échapper le cœur
trop de sang dans l’écume,
dans des marées d’écume.

Est-ce que l’on tiendra assez loin ?
Est-ce qu’il y a quelque chose après ?
Est-ce que tu sauras nager loin ?
Est-ce qu’on se prend pour mieux se laisser ?
Tombées comme des poussières de dieu,
y’a plus que des cendres entre nous deux,
entre les flots
et les crocs aux rétines,
dis-moi est-ce que tu m’aimes ?
Est-ce que tout ça vaut la peine ?
J’en doute.

Est-ce que l’on tiendra le chemin ?
Est-ce qu’on s’en souviendra après ?
Est-ce qu’on ouvrira les yeux demain ?
Est-ce qu’on se prend pour mieux s’oublier ?
Est-ce qu’on aurait pu s’aimer mieux ?
Mieux souffler les braises ?
Entre nous deux,
y’a plus que les flots
et des crocs à nos rétines, dis-moi est-ce que tu m’aimes ?
Est-ce que ça valait la peine ?
J’en doute.",Sad
