Lyrics,Mood
"(Yeh-yeh-yeh)
(yeh-yeh-yeh)
(yeh-yeh-yeh)
(yeh-yeh-yeh, wuh)

Cuéntame cómo fue que tú lo hiciste
Me gustó la manera en que te moviste
Te ves bien junto a mí
No puedes decirme ""no""
¿Pa' qué resistir?
Sólo te voy a pedir que-

Cuando quieras hacerlo, pienses en mí
Que cuando te hable tu cuerpo, pienses en mí
Que yo estaré aquí, esperando por ti
Andaba en busca de algo como tú por ahí
Por si vas a besar a alguien, bésame a mí
Y si vas a sentir algo, que sea por mí
No, nunca dudes en venir
Recuérdame si olvidas pensar en mí

Que te ando deseando, en mi mente hay tantas cosas pasando
Tan bien que la estamos pasando (pasando)
Me tienes por ti aquí orando, imaginándote
Tu piel voy sobándote
Hace tiempo yo me presenté, como un juego yo le aposté
Enseguida, dime a dónde quieres que te siga
Vamos, donde pidas, contigo lo haría cualquier día
Y, me gusta lo fácil que tú me entiendes
En ocasiones tú recuerda' solamente que-

Cuando quieras hacerlo, pienses en mí
Que cuando te hable tu cuerpo, pienses en mí
Que yo estaré aquí, esperando por ti
Andaba en busca de algo como tú por ahí
Por si vas a besar a alguien, bésame a mí
Y si vas a sentir algo, que sea por mí
No, nunca dudes en venir
Recuérdame si olvidas pensar en mí

¿Para qué complicarnos si los dos somos felices juntos?
Tú lo sabes
¿No?

Cuando quieras hacerlo, pienses en mí
Que cuando te hable tu cuerpo, pienses en mí
Que yo estaré aquí, esperando por ti
Andaba en busca de algo como tú por ahí
Por si vas a besar a alguien, bésame a mí
Y si vas a sentir algo, que sea por mí
No, nunca dudes en venir
Recuérdame si olvidas pensar en mí",Happy
"Andan diciendo por ahí
Que te mantienes en la calle baby
Desde que terminamos empezaste a salir
Que tu gente se preocupa por ti
Porque eras buena y ya no eres así (así así)
Porque eras buena y ya no eres así

Sabes que yo soy bueno
Y tu viste lo malo
El odio es tu veneno
Y lo vas a pagar caro por no sabe perdonar

El orgullo mata
Y el rencor atrasa
Porque no perdonas
Y vuelves a casa mama
Recuerda el tiempo
Que bien pasamos
Y tantos sueños que juntos realizamos
Tú me decías que eras mía
Y que estarías toda la vida

Veo tus fotos
Me vuelvo loco
El tiempo es corto
Y tú no dices na
Tengo una casa que yo construí
Y tu bien lo sabes espera por ti
Cuando despierto yo pienso en ti
Vuelve aquí que no quiero morir

Andan diciendo por ahí
Que te mantienes en la calle baby
Desde que terminamos empezaste a salir
Que tu gente se preocupa por ti
Porque eras buena y ya no eres así (así así)
Porque eras buena y ya no eres así

Sabes que yo soy bueno
Y tu viste lo malo
El odio es tu veneno
Y lo vas a pagar caro por no sabe perdonar
El orgullo mata
Y el rencor atrasa
Porque no perdonas
Y vuelves a casa mama

Veo tus fotos
Me vuelvo loco
El tiempo es corto
Y tú no dices na
Sabes que yo soy bueno
Y tu viste lo malo
El odio es tu veneno
Y lo vas a pagar caro por no sabe perdonar

El orgullo mata
Y el rencor atrasa
Porque no perdonas
Y vuelves a casa mama
Recuerda el tiempo
Que bien pasamos
Y tantos sueños que juntos realizamos
Tú me decías que eras mía
Y que estarías toda la vida

Seguimos rompiendo
The business
El negocio socio
J balvin man
El negocio socio
Musí sky rompiendo el bajo
Sky rompiendo el bajo
Master chris
El científico
Desde infinity music
The business
El negocio",Sad
"Si necesita reggaeton dale 
Sigue bailando mami no pare 
Acércate a mi pantalón dale 
Vamos a pegarnos como animales 
Si necesita reggaeton dale 
Sigue bailando mami no pare 
Acércate a mi pantalón dale 
Vamos a pegarnos como animales 

Muévete a mi ritmo 
Siente el magnetismo 
Tu cadera con la mia (boom) 
Hacen un sismo 
Ahora da lo mismo 
El amor ahora es turismo 
Diciéndole que no al que viene con romanticismo 
Si te dan ganas de bailar pues dale 
En esta disco todos somos iguales 
Te ves bonita con tu swing salvaje 
Sigue bailando que pa eso te traje 

Si te dan ganas de bailar pues dale 
En esta disco todos somos iguales 
Te ves bonita con tu swing salvaje 
Sigue bailando que pa eso te traje 

Si necesita reggaeton dale 
Sigue bailando mami no pare 
Acércate a mi pantalón dale 
Vamos a pegarnos como animales 

Si necesita reggaeton dale 
Sigue bailando mami no pare 
Acércate a mi pantalón dale 
Vamos a pegarnos como animales 

Y yo hoy estoy aquí imaginando 
Sexy baila y me deja con las ganas 
Y yo hoy estoy aquí imaginándolo 
Sexy baila y me deja con las ganas 

Que bien te queda a ti esa faldita 
Ella es señora, no es señorita 
Sexy baila y me deja con las ganas 
Como te luces cuando lo meneas 
Cuanto quisiera hacerte el amor 
Enséñame lo que sabes 

Si necesita reggaeton dale 
Sigue bailando mami no pare 
Acércate a mi pantalón dale 
Vamos a pegarnos como animales 

Si necesita reggaeton dale 
Sigue bailando mami no pare 
Acércate a mi pantalón dale 
Vamos a pegarnos como animales 

Sky Rompiendo El Bajo 
Ginza 
Infinity Music 
Vamos a pegarnos como animales 
Dale Dale 
Bull Nene 
Feid 
Mosty 
Estamos roompiendo baby 
Si necesita reggaeton dale 
Sigue bailando mani no pare 
Infinity",Happy
"Si después de lo que ha pasado piensas en mí
Debe ser porque no encontraste otro amor así
Deberías quedarte, no tratar de olvidarme
No luchar en contra mi

Hola, sé que estas no son horas
Espero que estés sola, quisiera saber
Ay dime baby, si aun me sigues pensando
Si estabas extrañando volverme a ver

Mi recuerdos logran atraparte
Era tiempo de que te olvidara, te olvidara
A veces pienso que esto no se acaba
Parece que el tiempo no pasara, no pasara

Al ver mis ojos recordaste que sentías
Tu piel no olvida lo que sientes todavía
Y me aceptaste que eras a mi a quien preferías
Y que extrañaste mi calor la noche fría

Te tentaste con otros hombres lo sé
Y busqué otros amores también
Pero no te olvido, pero no te olvido
Aunque el tiempo pasa esto sigue vivo

Hola, sé que estas no son horas
Espero que estés sola, quisiera saber
Ay dime baby, si aun me sigues pensando
Si estabas extrañando volverme a ver

De tantas noches que te hice el amor
No encuentras algo mejor, mejor que yo
Te sientes sola, extrañas mi calor
Sé que sientes lo mismo que yo
Dime sí hoy

Si después de lo que ha pasado piensas en mí
Debe ser porque no encontraste otro amor así
Deberías quedarte, no tratar de olvidarme
No luchar en contra mi

Hola, sé que estas no son horas
Espero que estés sola, quisiera saber
Ay dime baby, si aun me sigues pensando
Si estabas extrañando volverme a ver",Sad
"Hace calor
Quítate la ropa
Quisiera ver lentamente
Como tu cuerpo tocas

Hace calor
Y ya te estoy imaginando girl
De pensarte me lleva a la locura
Y solo de tenerte cerca
Eleva mi temperatura

Estoy imaginándome
Como tu piel está rozándome
Tu cuerpo y el mío calentándose
Quisiera saber lo que imagina usted Quisiera tenerte
Agarrarte fuerte
Mirarte a los ojos
Besarte lentamente
Y hablarte al oído
Escucha mi voz
Solo somos tu y yo

Tu sabes muy bien
Que mi cama te está esperando
No sabes hace cuanto te estoy esperando
No sabes hace cuanto yo te estoy deseando

Apaga la luz
Deja esa actitud, déjate llevar
Que yo sé lo que quieres tu

Entrégate, sedúceme y bésame, alócate...
Quiero tenerte (oho)
Y déjate llevar que nada malo va a pasar Estoy imaginándome
Como tu piel está rozándome
Tu cuerpo y el mío calentándose
Quisiera saber lo que imagina usted Entrégate, sedúceme y bésame, alócate...
Quiero tenerte (oho)
Y déjate llevar que nada malo va a pasar Estoy imaginándome (ooo)
Como tu piel está rozándome (yeee)
Tu cuerpo y el mío calentándose (oooo)
Quisiera saber lo que imagina usted (yeee) Y déjate llevar que nada malo va a pasar
(Nada va a pasar)
Nada va a pasar (yee)

The business man
J Balvin
La familia
Sky rompiendo el bajo
Rompiendo el bajo
Mostie
Infinity Music
La familia
The family
The business
J Balvin man",Sad
"Toda las noches me llama diciendomee
Que su hombre la engaña y me dice salvame
Y si te quieres vengar cuenta conmigo que
Te puedo ayudar, tengo en mi mente el castigo ideal el peligro
Es que te vas a enamorar

Que dulce es la venganza
Cuando se equilibra la balanza
Dios me libre de las aguas mansas
Tarde o temprano too' se paga, haga lo que haga
Hagomolo' escondido no tienes que dar la cara
Yo soy el hombre que te lleva al extasis
Por más que niegues tus ojos dicen que si
Se hace la dificil solo por ocultar que te
Gusto demaciao y no lo puedes evitar

Ahh, me gusta cuando te pones salvaje
Cuando te escapas y te vives el momentoo
Las velas encendidas y un masaje
La venganza perfecta para el momento
Y si te quieres vengar cuanta conmigo que
Te puedo ayudar, tengo en mi mente
El castigo ideal, el peligro es que te vas a enamorar

Y si te llama no contestes dile a tu novio que
No moleste que tu eres una mujer decente
Cpn muchos pretendientes aprovecha la situación
Apaga el celular que ya va a comenzar la acción
Ahh, me gusta cuando te pones salvaje
Cuando te escapas y te vives el momento

Las velas encendidas y un masaje
La venganza perfecta para el momento
Y si te quieres vengar cuanta conmigo que
Te puedo ayudar, tengo en mi mente
El castigo ideal, el peligro es que te vas a enamorar

J Balvin Men
La familia
Dabiznes
Sky rompiendo el bajo
Es el momentoo
El momento",Happy
"Live your life
Turn up the radio
Tonight is all about
Refreshing the lights
We living stereo
Prende el radio (...)
Viviendo la vida
En diferentes escenarios
La disco el party
Yo me la vivo diario
No soy santo pero llevo mi rosario

Mujeres sex
Este man está bien crazy
Metiéndole goles a la vida como un messi
Mi gatita es una no la cambio por ninguna
Así como la vivo es toda una fortuna
Vive el nuevo estéreo
Deja el misterio
We gonna party
You know que esto es en serio

Live your life
Turn up the radio
Tonight is all about
Refreshing the lights
We living stereo
Así es como nos robamos el show
Luces mujeres cámara y acción
Hasta que se acabe thats for sure
Entretener mi negocio

Campeones de la liga
No sufrimos de fatiga
Every body comes to the party
Que la fiesta siga
Vive el nuevo estéreo
Deja el misterio
We gonna party
You know que esto es en serio

Live your life
Turn up the radio
Tonight is all about
Refreshing the lights
We living stereo
No menos de una
Ni más de tres
Gózate la vida
You know we don't play

Motiff
The business man
Pal mundo worldwide (live your life)
La familia
The family
Motif
El negocio",Happy
"Ella estremece con las palabras que dice
Y cuando baila empieza a llamar la atención
Esta volando alto pa que la aterriza
Y todo lo que digo ella me contradice
Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada

Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada bebe

Me encanta la manera en que me mira
Crees que me intimida, en el fondo ella sabe que me mira
Me trata mal si esta con sus amigas
Pero me ve con otra, y me reclama... son las cosas de la vida

Si estas muy brava
Dime si eres mala de verdad
En privado quiero comprobarlo
Que entre mas brava se ve a mi me gusta más, mucho más

Si estas muy brava
Dime si eres mala de verdad
En privado quiero comprobarlo
Que entre mas brava se ve a mi me gusta más, mucho más

Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada

Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada bebe

Ella solo quiere llamar la atención
Y yo que no caigo en su juego
Detrás de esa mirada veo mala intención
Hoy trae su maldad con deseo

Ella estremece con las palabras que dice
Y cuando baila empieza a llamar la atención
Esta volando alto pa que la aterriza
Y todo lo que digo ella me contradice

Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada

Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada bebe

Sky Rompiendo El Bajo
Mosty
Infinity Music
Estamos rompiendo o no estamos rompiendo
Y si te crees mala, yo soy más malo
Yo soy malvado, pa ti malvada
Me esta metiendo presión
Y yo sigo firme como si nada
Bull Nene
Sky
Let's go",Happy
"Baila
Como si nadie nos viera
Como si nadie estuviera
Como si nadie nos viera
Como si nadie estuviera

Báilame así
Me encanta la forma que tu estas pa' mi
Muévete así
Pégate aquí
Mueve tu cuerpo
Que yo estoy pa' ti

Yo sé lo que quiero ma
Mi flow a ti te voy a dar
Así que déjate llevar
Y dale, dale, dale

Oooh oo o oo ooo
Aquí te espero
Oooh oo o oo ooo
Baby no tengas miedo
Oooh oo o oo ooo
Aquí te quiero
Oooh oo o oo ooo
Ven y no tengas miedo

Cae la noche
Aquí te espero
Mil fantasías
Contigo quiero
Cae la noche
Aquí te espero
Mil fantasías
Contigo quiero

Báilame así
Me encanta la forma que tu estas pa' mi
Muévete así
Pégate aquí
Mueve tu cuerpo
Que yo estoy pa' ti

Yo sé lo que quiero ma
Mi flow a ti te voy a dar
Así que déjate llevar
Y dale, dale, dale

Oooh oo o oo ooo
Aquí te espero
Oooh oo o oo ooo
Baby no tengas miedo
Oooh oo o oo ooo
Aquí te quiero
Oooh oo o oo ooo
Ven y no tengas miedo

Disfruta
Yo sé que te gusta
Vamo' allá (vamo' allá)
En la discoteca rómpela (rómpela)
Yo sé que te gusta
Vamo' allá (vamo' allá)
Sexy en la discoteca rómpela (rómpela)

Báilame así
Me encanta la forma que tu estas pa' mi
Muévete así
Pégate aquí
Mueve tu cuerpo
Que yo estoy pa' ti

Yo sé lo que quiero ma
Mi flow a ti te voy a dar
Así que déjate llevar
Y dale, dale, dale

Oooh oo o oo ooo
Aquí te espero
Oooh oo o oo ooo
Baby no tengas miedo
Oooh oo o oo ooo
Aquí te quiero
Oooh oo o oo ooo
Ven y no tengas miedo

Mostie en la casa
The business
La familia
Mostie
Infinity music
A el infinito
Mucho mas allá
Okay",Happy
"No hay título
No hay título
No hay título
No hay título

Empezamos como amigos
Y todo se complicó
Siempre fui real contigo
Me aceptaste como soy
Tú te fuiste envolviendo
Y yo me enamoré
No sabes cuánto lo siento
Yo nunca lo espere

No hay título
No hay título
No hay título
No hay título
Sin expectativas
Aquí no cabe el dolor
No hay título (Uuuh)
No hay título

Llegan los mensajes
En tu cara se notó
La confianza ya no existe
Dime, ¿qué diablos pasó?
El comienzo era perfecto
Y el final no fue el mejor
Conocías mis defectos
Pero a ti no te importó

El tiempo que yo te dedique
Las noches frías que te abracé
Ahora que
Olvidas lo que fue...

No hay título
No hay título
No hay título
No hay título
Sin expectativas
Aquí no cabe el dolor
No hay título (Uuuh)
No hay título

No hay título
No hay título
No hay título
No hay título
Sin expectativas
Aquí no cabe el dolor
No hay título (Uuuh)
No hay título",Happy
"Sabe lo que hace y cómo me pone
Y haga lo que haga a nadie le dice nada
Siempre me complace, sé ya sus intenciones
Como en noches pasadas, yo era quién deseabas, yeh-eh

Oh-oh-oh, oh-oh-oh
Como en noches pasadas
Yo era quién deseabas, eh-eh
Oh-oh-oh, oh-oh-oh
Como en noches pasadas, pasadas, pasadas, eh-eh

Sabe lo que me hace su mini
Y con sus amigas modela su bikini
Me envió par de fotos de rumba, es una mami
Se desaparece y aparece a lo Houdini, a lo Houdini

Hace y deshace
Me tiene en su mente y por eso es que deja que pase, le nace
Hacemos de esto algo frecuente
Hace y deshace
Me tiene en su mente y por eso es que deja que pase, le nace
Hacemos de esto algo frecuente

Yo quiero amanecer al frente de ti otra vez
Yo sé que tú también, también
Y yo quiero amanecer al frente de ti otra vez
Yo sé que tú también, también

Oh-oh-oh, oh-oh-oh
Como en noches pasadas
Yo era quién deseabas, eh-eh
Oh-oh-oh, oh-oh-oh
Como en noches pasadas, pasadas, pasadas, eh-eh

Dime cuándo es, me preguntó desde que se fue
No le bastó con aquella vez
De una semana pasamos a un mes y hoy me quiere ver
Yo también la quiero tener
Vi su mensaje cuando desperté
Y sin pensarlo yo le contesté

Yo quiero amanecer al frente de ti otra vez
Yo sé que tú también, también
Y yo quiero amanecer al frente de ti otra vez
Yo sé que tú

Sabes lo que haces y cómo me pones
Y haga lo que haga, a nadie le dice nada
Siempre me complace, sé ya sus intenciones
Como en noches pasadas, yo era quién deseabas, yeh-eh

Oh-oh-oh, oh-oh-oh
Como en noches pasadas
Yo era quién deseabas, eh-eh
Oh-oh-oh, oh-oh-oh
Como en noches pasadas, pasadas, pasadas, eh-eh",Sad
"Yeah!
Yeah to the beat men!
I know!
Final y Shakooooooo
The colect benjamins
I am calling you baby

Hoy cojo mi celular
Y la voy a llamar
Porq hoy no tengo miedo
Y le voy a decir
Que ella es para mi
Final dicelo sin miedo

Ella es magnifica, no para de bailar
Como me encanta su cuerpo
Ella es magnifica,She dont like star
Su caminar es perfectooooo

Mi monalisa, tu cuerpo me eriza
Tu y tu sonrisa
A mi me hechiza
Una obra de arte
Y mi mision es amarte(bis)

Y esq tu me vuelves loco
Cuando va a pasar?
Dame el numerooo
De tu celular (You know)
Toco, a tu puerta dejame entrar
Que muchas cosas van a pasar

Embrujame, hechizame
Pide lo que quieras yo te lo dare
Embrujame, hechizame
Dime al oido que tu eres my girl

Ella es magnifica, no para de bailar
Como me encanta su cuerpo
Ella es magnifica,She dont like star
Su caminar es perfectooooo

Mi monalisa, tu cuerpo me eriza
Tu y tu sonrisa
A mi me hechiza
Una obra de arte
Y mi mision es amarte(bis)

Yeahhhhhh!
Se presentan de parte de Colombia
En la gloria
J to the bet men
El negocio!
O se mueren o se unen
Socio
Lets one!

Te mando flores como fonseca
Muñeca!
Tu eres la reina en la discoteca
Mmmmmm
Exotica como muñeca
Yyyyyyyyy
Me tienes la boca bien seca

Perfume Caro...lina Herrera
Ella en la calle
Sigue siendo la primera
Y que?
Aqui llego tu Don Juan
Siempre en la calle so fresh
Con el fors one

Yeahhh!
Ella es magnifica, no para de bailar
Como me encanta su cuerpo
Ella es magnifica,She dont like star
Su caminar es perfectooooo

Mi monalisa, tu cuerpo me eriza
Tu y tu sonrisa
A mi me hechiza
Una obra de arte
Y mi mision es amarte(bis)

Shaaa-rarararra
Colombiaaa
Praaaaaa-rararra
Shaaa-rararara

Oye
Balvin
Sociosss!
El negocio
Final
The musical machine
You know!
Shako, yeah!
The lirical machine
Deja tus aires de grandesaaaaa!
Jaaa, que me tienes con perezaaaaa
Yeah!
Para todos ustedes Colombia
Latinoamerica, Europa
Todo el mundo
Esto es colombia
Final, Shako
The hit mackers
Aja
Real
Oye la industriaaaaa
Mas completa
Esto es una negocio
No somos uno, ni dos, ni tres
Es un movimiento men
Ahi vienen los animales
Final ellos saben quienes son
Shako
Hacienso musicaaa perfecta
Jaja",Happy
"Energía
The boss

Hoy si salimos los dos
Aunque estén contra el reloj
Ya no hay nada que nos pare
Nos llama la habitación

Ven déjame ver, antes de suponer
Lo que escondes de mi mujer
Hoy descubriré

Que se prenda el party
Que siga la música y que no pare
Hasta mañana dale

Pierde los modales
Con este ritmo y hasta bajo dale
Pero que bien te sale

Llégale al party que donde, se formo el desorden
Se que tu eres buena y a la vez eres under
Que nadie te importe, no te me comportes
Si no estas lista, es mejor que la misión abortes

Que esto lo empezamos el fin de semana
Y terminamos el lunes por la mañana
Aquí tu no te vas con la mente sana
No te me vistas de santa si tu eres mala

Llégale al party que donde, se formo el desorden
Se que tu eres buena y a la vez eres under
Que nadie te importe, no te me comportes
Si no estas lista, es mejor que la misión abortes

Que se prenda el party
Que siga la música y que no pare
Hasta mañana dale

Pierde los modales
Con este ritmo y hasta bajo dale
Pero que bien te sale

Dale, que la noche hable
Solo dame un motivo para amanecer contigo

Con la música se inspira y conmigo se motiva
Me dijo que es legal ese humo que respira
Te hago una pregunta, cual es tu estado
Carita achinaita, ojitos colorados

Hoy si salimos los dos
Aunque estén contra el reloj
Ya no hay nada que nos pare
Nos llama la habitación

Ven déjame ver, antes de suponer
Lo que escondes de mi mujer
Hoy descubriré

Que se prenda el party
Que siga la música y que no pare
Hasta mañana dale

Pierde los modales
Con este ritmo y hasta bajo dale
Pero que bien te sale

J Balvin
Dímelo F
Daddy Yankeee
Son los que controlan el negocio
You ready bro!
Balvin
Dy
Sky Rompiendo
Mosty ma
Justin Quiles
Dy
Energía",Happy
"Mírame a los ojos y dime que amas por un día
Salgamos de la duda entreguémonos a la fantasía
Erizame la piel,atrevete a ser infiel a ti misma
Traiciona esos pensamientos que no te dejan ser mía
Sólo por una noche dejame explorar, quiero llegar a ese punto que...nadie ah podido llegar(x2)
Aunque sea por un día en la casa todas las velas prendidas,esperame guarda la energía
Aunque sea por un día,nena confía que ya en mi mente has sido mía
Aunque sea por un dia,entregate,motivate,hasme esos truquitos,sorprendeme,
Si has pensado antes hacerlo,hoy es el día,
Por que hechar a perderlo
Si alguna ves piensas en mí,no te tardes,buscame,que aqui estaré esperando con los brazos abiertos,pa hacértelo lento(x2)
Sólo por una noche dejame explorar
Quiero llegar a ese punto que...nadie ah podido llegar(x2)
Que te quedarás,que tus noches me regalarás,despertar juntos cada mañana,no sigas escondiendo las ganas,un beso no me basta
Dime que estas haciendo sin mi
Cuanto yo quisiera descubrir,lo que esconden tus ganas...
Sólo por una noche dejame explorar
Quiero llegar a ese punto que...nadie ah podido llegar(x2)",Sad
"Llevo tanto tiempo mirando
Como te gusta bailar
En la disco el dembow retumbando
Y el dj no quiere parar
Porque tú me tienes la mente daña ma
Porque tú me provocas tantas ganas ma
Porque tú me tienes la mente daña ma
Porque tú me provocas tantas ganas ma

Ese vestido blanco
Un corte seductivo
Me mantiene vivo
Muy fuerte, bien agresivo (wow)
Más atrás de lo bestial
Estamos en una zona totalmente anormal
Extra bella

Demasiado bella tú lo sabes
El tema se pega
Más en caso va hacer el viaje
Sube conmigo hasta las nubes
Siente como el dembow
Hace que tu cuerpo sude (wow)

Porque tú me tienes la mente daña ma
Porque tú me provocas tantas ganas ma
Porque tú me tienes la mente daña ma
Porque tú me provocas tantas ganas ma
Ella me miro y la mire
Y ahí me le pegue
Bailando la bese y después me dijo yeah
Ven escápate conmigo
Vamos para mi habitación que yo hoy quiero contigo (yes)

Llevo tanto tiempo mirando
Como te gusta bailar
En la disco el dembow retumbando
Ya el dj no quiere parar
Extra bella
Demasiado bella tú lo sabes
El tema se pega
Más en caso va hacer el viaje
Sube conmigo hasta las nubes
Siente como el dembow
Hace que tu cuerpo sude (wow)

Porque tú me tienes la mente daña ma
Porque tú me provocas tantas ganas ma
Porque tú me tienes la mente daña ma
Porque tú me provocas tantas ganas ma
Rompiendo el bajo
Sky
The business man
The business man yeah
Cuatro quarenta studio

Pipe flowers
Pipe flores
Como sea
The business (yeah)
Es j balvin
El negocio
The business man (come on)
The business
J balvin el negocio
El negocio",Sad
"Michael Brun
J Balvin, man
Tú lo sabe', leggo'

Another one

Todo el mundo bailando ya
Mi equipo está puesto en la raya
Sé que no me fallan
Sé que no me fallan
Estamo' en posición, vamo' por las medallas, eh-eh

Hoy nos va más que bien
Mucho mejor que ayer
Por eso gané, por eso gané, eh-eh-ieh

Fire, fire
Vamo' a ganar otra ve' (fire, fire)
Fire, fire
No vamo' a perder
Fire, fire (fire)
Bayo, bayo, bayo, bayo

Por eso hago lo que yo quiero
Y vivo la vida como lo soñé, ie-ieh (wuh)
Dime, dime, dime si soy yo (yeah-yeah)
Dime, dime, dime si te contagié (okay)
Lo que quiero, baby, tú y yo
Celebremos la vida como es
Dime, dime, dime si soy yo (soy yo)
Dime, dime, dime si te contagié
Tu actitud que me mata y el bajo que retumba (uh)
No quiero que se acabe esta rumba (oh)
Uoh-oh-oh-oh
1, 2, 3, leggo'
Yeah-eh-eh-eh

Fire, fire
Vamo' a ganar otra ve' (fire, fire)
Fire, fire (fire)
No vamo' a perder
Fire, fire (fire)

(Uh, gol)
Wuh
Positivo (sí), aunque no sea fácil, lo sé (siempre po-)
Positivo, por más difícil que se vea, siempre positivo (sí)
Y me activo (wuh), venga yo le paso la buena vibra (buena vibra)
Positivo, porque la vida es una y tenemo' que gozar, yeah

Fire, fire
Vamo' a ganar otra ve'
Fire, fire (fire, fire)
No vamo' a perder
Fire, fire (fire)",Happy
"La noche está joven
Ella me está hablando
Creo que sé lo que quiere
Nos estamos conectando
Deja de mirarme así
Si no quieres que yo siga hablándote así
Como te convencí

Y ella se soltó
Sola en la primera cita
La noche la incita
Fue que no resistió
Si ella sabe que me necesita

Y ella se soltó
Sola en la primera cita
La noche la incita
Fue que no resistió
Si ella sabe que me necesita

La noche está joven
Ella me esta hablando
Creo que sé lo que quiere
Nos estamos conectando
Deja de mirarme así
Si no quieres que yo siga hablándote así
Como te convencí

Y ella se soltó
Sola en la primera cita
La noche la incita
Fue que no resistió
Si ella sabe que me necesita

Y ella se soltó
Sola en la primera cita
La noche la incita
Fue que no resistió
Si ella sabe que me necesita",Happy
